Date,Issue number,Weekday,Sequence,Random Sequence
1902-09-15,,Monday,3037,2656
1902-09-16,,Tuesday,3038,3418
1902-09-17,,Wednesday,3039,2746
1902-09-18,,Thursday,3040,1218
1902-09-19,,Friday,3041,1034
1902-09-20,,Saturday,3042,3089
1902-09-22,,Monday,3043,2849
1902-09-23,,Tuesday,3044,2185
1902-09-24,,Wednesday,3045,3746
1902-09-25,,Thursday,3046,507
1902-09-26,,Friday,3047,3537
1902-09-27,,Saturday,3048,2104
1902-09-29,,Monday,3049,2400
1902-09-30,,Tuesday,3050,11
1902-10-01,,Wednesday,3051,1185
1902-10-02,,Thursday,3052,105
1902-10-03,,Friday,3053,1183
1902-10-04,,Saturday,3054,895
1902-10-06,,Monday,3055,8
1902-10-07,,Tuesday,3056,1497
1902-10-08,,Wednesday,3057,3141
1902-10-09,,Thursday,3058,10
1902-10-10,,Friday,3059,2869
1902-10-11,,Saturday,3060,454
1902-10-13,,Monday,3061,1473
1902-10-14,,Tuesday,3062,1095
1902-10-15,,Wednesday,3063,1912
1902-10-16,,Thursday,3064,3431
1902-10-17,,Friday,3065,2718
1902-10-18,,Saturday,3066,347
1902-10-20,,Monday,3067,2450
1902-10-21,,Tuesday,3068,1090
1902-10-22,,Wednesday,3069,2501
1902-10-23,,Thursday,3070,2439
1902-10-24,,Friday,3071,2350
1902-10-25,,Saturday,3072,1243
1902-10-27,,Monday,3073,2938
1902-10-28,,Tuesday,3074,1148
1902-10-29,,Wednesday,3075,1257
1902-10-30,,Thursday,3076,2479
1902-10-31,,Friday,3077,2872
1902-11-01,,Saturday,3078,3731
1902-11-03,,Monday,3079,852
1902-11-04,,Tuesday,3080,2286
1902-11-05,,Wednesday,3081,1685
1902-11-06,,Thursday,3082,2531
1902-11-07,,Friday,3083,86
1902-11-08,,Saturday,3084,1587
1902-11-10,,Monday,3085,3442
1902-11-11,,Tuesday,3086,322
1902-11-12,,Wednesday,3087,1780
1902-11-13,,Thursday,3088,1879
1902-11-14,,Friday,3089,3411
1902-11-15,,Saturday,3090,576
1902-11-17,,Monday,3091,2990
1902-11-18,,Tuesday,3092,448
1902-11-19,,Wednesday,3093,512
1902-11-20,,Thursday,3094,434
1902-11-21,,Friday,3095,682
1902-11-22,,Saturday,3096,409
1902-11-24,,Monday,3097,119
1902-11-25,,Tuesday,3098,2924
1902-11-26,,Wednesday,3099,1173
1902-11-27,,Thursday,3100,2149
1902-11-28,,Friday,3101,3440
1902-11-29,,Saturday,3102,2361
1902-12-01,,Monday,3103,2677
1902-12-02,,Tuesday,3104,3717
1902-12-03,,Wednesday,3105,2025
1902-12-04,,Thursday,3106,365
1902-12-05,,Friday,3107,1236
1902-12-06,,Saturday,3108,3629
1902-12-08,,Monday,3109,1904
1902-12-09,,Tuesday,3110,3126
1902-12-10,,Wednesday,3111,2157
1902-12-11,,Thursday,3112,1788
1902-12-12,,Friday,3113,188
1902-12-13,,Saturday,3114,891
1902-12-15,,Monday,3115,1715
1902-12-16,,Tuesday,3116,3063
1902-12-17,,Wednesday,3117,2507
1902-12-18,,Thursday,3118,2387
1902-12-19,,Friday,3119,1938
1902-12-20,,Saturday,3120,3174
1902-12-22,,Monday,3121,3484
1902-12-23,,Tuesday,3122,3355
1902-12-24,,Wednesday,3123,2463
1902-12-25,,Thursday,3124,2674
1902-12-26,,Friday,3125,2472
1902-12-27,,Saturday,3126,590
1902-12-29,,Monday,3127,3425
1902-12-30,,Tuesday,3128,1342
1902-12-31,,Wednesday,3129,158
1903-01-01,,Thursday,3130,3184
1903-01-02,,Friday,3131,3261
1903-01-03,,Saturday,3132,320
1903-01-05,,Monday,3133,2731
1903-01-06,,Tuesday,3134,3015
1903-01-07,,Wednesday,3135,3755
1903-01-08,,Thursday,3136,953
1903-01-09,,Friday,3137,2287
1903-01-10,,Saturday,3138,2833
1903-01-12,,Monday,3139,1592
1903-01-13,,Tuesday,3140,1259
1903-01-14,,Wednesday,3141,1001
1903-01-15,,Thursday,3142,3501
1903-01-16,,Friday,3143,1508
1903-01-17,,Saturday,3144,2686
1903-01-19,,Monday,3145,659
1903-01-20,,Tuesday,3146,3192
1903-01-21,,Wednesday,3147,2544
1903-01-22,,Thursday,3148,2721
1903-01-23,,Friday,3149,2220
1903-01-24,,Saturday,3150,500
1903-01-26,,Monday,3151,925
1903-01-27,,Tuesday,3152,2620
1903-01-28,,Wednesday,3153,3668
1903-01-29,,Thursday,3154,2098
1903-01-30,,Friday,3155,2665
1903-01-31,,Saturday,3156,1446
1903-02-02,,Monday,3157,1300
1903-02-03,,Tuesday,3158,1531
1903-02-04,,Wednesday,3159,2594
1903-02-05,,Thursday,3160,2225
1903-02-06,,Friday,3161,984
1903-02-07,,Saturday,3162,344
1903-02-09,,Monday,3163,2873
1903-02-10,,Tuesday,3164,141
1903-02-11,,Wednesday,3165,372
1903-02-12,,Thursday,3166,1382
1903-02-13,,Friday,3167,2033
1903-02-14,,Saturday,3168,1216
1903-02-16,,Monday,3169,1546
1903-02-17,,Tuesday,3170,3036
1903-02-18,,Wednesday,3171,1650
1903-02-19,,Thursday,3172,1360
1903-02-20,,Friday,3173,2953
1903-02-21,,Saturday,3174,1337
1903-02-23,,Monday,3175,2321
1903-02-24,,Tuesday,3176,3532
1903-02-25,,Wednesday,3177,2470
1903-02-26,,Thursday,3178,1636
1903-02-27,,Friday,3179,1192
1903-02-28,,Saturday,3180,1619
1903-03-02,,Monday,3181,1177
1903-03-03,,Tuesday,3182,2418
1903-03-04,,Wednesday,3183,3377
1903-03-05,,Thursday,3184,1854
1903-03-06,,Friday,3185,3550
1903-03-07,,Saturday,3186,479
1903-03-09,,Monday,3187,274
1903-03-10,,Tuesday,3188,1281
1903-03-11,,Wednesday,3189,3421
1903-03-12,,Thursday,3190,2398
1903-03-13,,Friday,3191,250
1903-03-14,,Saturday,3192,3131
1903-03-16,,Monday,3193,2262
1903-03-17,,Tuesday,3194,1730
1903-03-18,,Wednesday,3195,2381
1903-03-19,,Thursday,3196,746
1903-03-20,,Friday,3197,3304
1903-03-21,,Saturday,3198,180
1903-03-23,,Monday,3199,108
1903-03-24,,Tuesday,3200,3651
1903-03-25,,Wednesday,3201,402
1903-03-26,,Thursday,3202,1326
1903-03-27,,Friday,3203,2640
1903-03-28,,Saturday,3204,453
1903-03-30,,Monday,3205,3740
1903-03-31,,Tuesday,3206,874
1903-04-01,,Wednesday,3207,2231
1903-04-02,,Thursday,3208,2068
1903-04-03,,Friday,3209,1264
1903-04-04,,Saturday,3210,275
1903-04-06,,Monday,3211,2145
1903-04-07,,Tuesday,3212,878
1903-04-08,,Wednesday,3213,3589
1903-04-09,,Thursday,3214,1726
1903-04-10,,Friday,3215,1146
1903-04-11,,Saturday,3216,2944
1903-04-13,,Monday,3217,2015
1903-04-14,,Tuesday,3218,1416
1903-04-15,,Wednesday,3219,1834
1903-04-16,,Thursday,3220,3323
1903-04-17,,Friday,3221,398
1903-04-18,,Saturday,3222,939
1903-04-20,,Monday,3223,2456
1903-04-21,,Tuesday,3224,292
1903-04-22,,Wednesday,3225,2691
1903-04-23,,Thursday,3226,3465
1903-04-24,,Friday,3227,3285
1903-04-25,,Saturday,3228,2969
1903-04-27,,Monday,3229,3004
1903-04-28,,Tuesday,3230,1063
1903-04-29,,Wednesday,3231,248
1903-04-30,,Thursday,3232,278
1903-05-01,,Friday,3233,1422
1903-05-02,,Saturday,3234,2963
1903-05-04,,Monday,3235,1155
1903-05-05,,Tuesday,3236,861
1903-05-06,,Wednesday,3237,2332
1903-05-07,,Thursday,3238,1981
1903-05-08,,Friday,3239,3408
1903-05-09,,Saturday,3240,3120
1903-05-11,,Monday,3241,1833
1903-05-12,,Tuesday,3242,1942
1903-05-13,,Wednesday,3243,2016
1903-05-14,,Thursday,3244,3308
1903-05-15,,Friday,3245,3594
1903-05-16,,Saturday,3246,373
1903-05-18,,Monday,3247,3711
1903-05-19,,Tuesday,3248,433
1903-05-20,,Wednesday,3249,375
1903-05-21,,Thursday,3250,598
1903-05-22,,Friday,3251,3644
1903-05-23,,Saturday,3252,2636
1903-05-25,,Monday,3253,3122
1903-05-26,,Tuesday,3254,2688
1903-05-27,,Wednesday,3255,2829
1903-05-28,,Thursday,3256,2991
1903-05-29,,Friday,3257,1286
1903-05-30,,Saturday,3258,3447
1903-06-01,,Monday,3259,1098
1903-06-02,,Tuesday,3260,1349
1903-06-03,,Wednesday,3261,3228
1903-06-04,,Thursday,3262,561
1903-06-05,,Friday,3263,2290
1903-06-06,,Saturday,3264,156
1903-06-08,,Monday,3265,3701
1903-06-09,,Tuesday,3266,638
1903-06-10,,Wednesday,3267,2861
1903-06-11,,Thursday,3268,950
1903-06-12,,Friday,3269,2781
1903-06-13,,Saturday,3270,1214
1903-06-15,,Monday,3271,1979
1903-06-16,,Tuesday,3272,604
1903-06-17,,Wednesday,3273,2440
1903-06-18,,Thursday,3274,3310
1903-06-19,,Friday,3275,1784
1903-06-20,,Saturday,3276,3189
1903-06-22,,Monday,3277,1415
1903-06-23,,Tuesday,3278,2932
1903-06-24,,Wednesday,3279,1484
1903-06-25,,Thursday,3280,869
1903-06-26,,Friday,3281,2837
1903-06-27,,Saturday,3282,2319
1903-06-29,,Monday,3283,2425
1903-06-30,,Tuesday,3284,183
1903-07-01,,Wednesday,3285,78
1903-07-02,,Thursday,3286,3523
1903-07-03,,Friday,3287,3211
1903-07-04,,Saturday,3288,2203
1903-07-06,,Monday,3289,3473
1903-07-07,,Tuesday,3290,2107
1903-07-08,,Wednesday,3291,1932
1903-07-09,,Thursday,3292,619
1903-07-10,,Friday,3293,146
1903-07-11,,Saturday,3294,2628
1903-07-13,,Monday,3295,2823
1903-07-14,,Tuesday,3296,3498
1903-07-15,,Wednesday,3297,2447
1903-07-16,,Thursday,3298,1291
1903-07-17,,Friday,3299,1120
1903-07-18,,Saturday,3300,2611
1903-07-20,,Monday,3301,3567
1903-07-21,,Tuesday,3302,247
1903-07-22,,Wednesday,3303,893
1903-07-23,,Thursday,3304,753
1903-07-24,,Friday,3305,3208
1903-07-25,,Saturday,3306,3044
1903-07-27,,Monday,3307,1974
1903-07-28,,Tuesday,3308,2429
1903-07-29,,Wednesday,3309,318
1903-07-30,,Thursday,3310,2828
1903-07-31,,Friday,3311,3576
1903-08-01,,Saturday,3312,1944
1903-08-03,,Monday,3313,2475
1903-08-04,,Tuesday,3314,1687
1903-08-05,,Wednesday,3315,1652
1903-08-06,,Thursday,3316,2590
1903-08-07,,Friday,3317,2474
1903-08-08,,Saturday,3318,276
1903-08-10,,Monday,3319,3750
1903-08-11,,Tuesday,3320,131
1903-08-12,,Wednesday,3321,45
1903-08-13,,Thursday,3322,898
1903-08-14,,Friday,3323,3366
1903-08-15,,Saturday,3324,1251
1903-08-17,,Monday,3325,2820
1903-08-18,,Tuesday,3326,3443
1903-08-19,,Wednesday,3327,1219
1903-08-20,,Thursday,3328,3087
1903-08-21,,Friday,3329,630
1903-08-22,,Saturday,3330,1756
1903-08-24,,Monday,3331,1919
1903-08-25,,Tuesday,3332,3401
1903-08-26,,Wednesday,3333,1315
1903-08-27,,Thursday,3334,1486
1903-08-28,,Friday,3335,3517
1903-08-29,,Saturday,3336,2518
1903-08-31,,Monday,3337,3067
1903-09-01,,Tuesday,3338,191
1903-09-02,,Wednesday,3339,1960
1903-09-03,,Thursday,3340,693
1903-09-04,,Friday,3341,1693
1903-09-05,,Saturday,3342,496
1903-09-07,,Monday,3343,1391
1903-09-08,,Tuesday,3344,2215
1903-09-09,,Wednesday,3345,2729
1903-09-10,,Thursday,3346,1589
1903-09-11,,Friday,3347,3608
1903-09-12,,Saturday,3348,572
1903-09-14,,Monday,3349,3402
1903-09-15,,Tuesday,3350,713
1903-09-16,,Wednesday,3351,1677
1903-09-17,,Thursday,3352,736
1903-09-18,,Friday,3353,3186
1903-09-19,,Saturday,3354,2494
1903-09-21,,Monday,3355,3519
1903-09-22,,Tuesday,3356,56
1903-09-23,,Wednesday,3357,3229
1903-09-24,,Thursday,3358,754
1903-09-25,,Friday,3359,127
1903-09-26,,Saturday,3360,3516
1903-09-28,,Monday,3361,717
1903-09-29,,Tuesday,3362,1135
1903-09-30,,Wednesday,3363,1283
1903-10-01,,Thursday,3364,580
1903-10-02,,Friday,3365,503
1903-10-03,,Saturday,3366,1986
1903-10-05,,Monday,3367,2492
1903-10-06,,Tuesday,3368,42
1903-10-07,,Wednesday,3369,1746
1903-10-08,,Thursday,3370,136
1903-10-09,,Friday,3371,819
1903-10-10,,Saturday,3372,2099
1903-10-12,,Monday,3373,2767
1903-10-13,,Tuesday,3374,920
1903-10-14,,Wednesday,3375,2144
1903-10-15,,Thursday,3376,1000
1903-10-16,,Friday,3377,876
1903-10-17,,Saturday,3378,3603
1903-10-19,,Monday,3379,2511
1903-10-20,,Tuesday,3380,1237
1903-10-21,,Wednesday,3381,1188
1903-10-22,,Thursday,3382,3170
1903-10-23,,Friday,3383,1737
1903-10-24,,Saturday,3384,355
1903-10-26,,Monday,3385,3616
1903-10-27,,Tuesday,3386,2071
1903-10-28,,Wednesday,3387,2084
1903-10-29,,Thursday,3388,1722
1903-10-30,,Friday,3389,3730
1903-10-31,,Saturday,3390,2310
1903-11-02,,Monday,3391,129
1903-11-03,,Tuesday,3392,2831
1903-11-04,,Wednesday,3393,3360
1903-11-05,,Thursday,3394,391
1903-11-06,,Friday,3395,674
1903-11-07,,Saturday,3396,3399
1903-11-09,,Monday,3397,663
1903-11-10,,Tuesday,3398,661
1903-11-11,,Wednesday,3399,2598
1903-11-12,,Thursday,3400,3376
1903-11-13,,Friday,3401,199
1903-11-14,,Saturday,3402,582
1903-11-16,,Monday,3403,3719
1903-11-17,,Tuesday,3404,924
1903-11-18,,Wednesday,3405,1799
1903-11-19,,Thursday,3406,2921
1903-11-20,,Friday,3407,2118
1903-11-21,,Saturday,3408,2680
1903-11-23,,Monday,3409,1285
1903-11-24,,Tuesday,3410,2739
1903-11-25,,Wednesday,3411,2670
1903-11-26,,Thursday,3412,1622
1903-11-27,,Friday,3413,440
1903-11-28,,Saturday,3414,2449
1903-11-30,,Monday,3415,2754
1903-12-01,,Tuesday,3416,3622
1903-12-02,,Wednesday,3417,781
1903-12-03,,Thursday,3418,1353
1903-12-04,,Friday,3419,2373
1903-12-05,,Saturday,3420,1598
1903-12-07,,Monday,3421,2417
1903-12-08,,Tuesday,3422,2042
1903-12-09,,Wednesday,3423,2912
1903-12-10,,Thursday,3424,2024
1903-12-11,,Friday,3425,3480
1903-12-12,,Saturday,3426,2762
1903-12-14,,Monday,3427,44
1903-12-15,,Tuesday,3428,1378
1903-12-16,,Wednesday,3429,1060
1903-12-17,,Thursday,3430,1806
1903-12-18,,Friday,3431,343
1903-12-19,,Saturday,3432,3720
1903-12-21,,Monday,3433,3080
1903-12-22,,Tuesday,3434,1972
1903-12-23,,Wednesday,3435,667
1903-12-24,,Thursday,3436,2080
1903-12-25,,Friday,3437,2534
1903-12-26,,Saturday,3438,2473
1903-12-28,,Monday,3439,3025
1903-12-29,,Tuesday,3440,1260
1903-12-30,,Wednesday,3441,1961
1903-12-31,,Thursday,3442,2780
1904-01-01,,Friday,3443,328
1904-01-02,,Saturday,3444,2863
1904-01-04,,Monday,3445,2243
1904-01-05,,Tuesday,3446,2984
1904-01-06,,Wednesday,3447,1070
1904-01-07,,Thursday,3448,3286
1904-01-08,,Friday,3449,195
1904-01-09,,Saturday,3450,35
1904-01-11,,Monday,3451,3452
1904-01-12,,Tuesday,3452,2806
1904-01-13,,Wednesday,3453,2580
1904-01-14,,Thursday,3454,2320
1904-01-15,,Friday,3455,2261
1904-01-16,,Saturday,3456,1843
1904-01-18,,Monday,3457,1498
1904-01-19,,Tuesday,3458,2603
1904-01-20,,Wednesday,3459,2786
1904-01-21,,Thursday,3460,1777
1904-01-22,,Friday,3461,1474
1904-01-23,,Saturday,3462,2809
1904-01-25,,Monday,3463,1276
1904-01-26,,Tuesday,3464,2154
1904-01-27,,Wednesday,3465,2962
1904-01-28,,Thursday,3466,3052
1904-01-29,,Friday,3467,2586
1904-01-30,,Saturday,3468,160
1904-02-01,,Monday,3469,406
1904-02-02,,Tuesday,3470,516
1904-02-03,,Wednesday,3471,1604
1904-02-04,,Thursday,3472,13
1904-02-05,,Friday,3473,1530
1904-02-06,,Saturday,3474,3254
1904-02-08,,Monday,3475,1426
1904-02-09,,Tuesday,3476,1350
1904-02-10,,Wednesday,3477,752
1904-02-11,,Thursday,3478,284
1904-02-12,,Friday,3479,1946
1904-02-13,,Saturday,3480,2973
1904-02-15,,Monday,3481,3641
1904-02-16,,Tuesday,3482,2366
1904-02-17,,Wednesday,3483,1627
1904-02-18,,Thursday,3484,546
1904-02-19,,Friday,3485,2442
1904-02-20,,Saturday,3486,933
1904-02-22,,Monday,3487,1716
1904-02-23,,Tuesday,3488,2269
1904-02-24,,Wednesday,3489,1092
1904-02-25,,Thursday,3490,2847
1904-02-26,,Friday,3491,3037
1904-02-27,,Saturday,3492,1594
1904-02-29,,Monday,3493,3450
1904-03-01,,Tuesday,3494,109
1904-03-02,,Wednesday,3495,438
1904-03-03,,Thursday,3496,2125
1904-03-04,,Friday,3497,2046
1904-03-05,,Saturday,3498,1093
1904-03-07,,Monday,3499,1776
1904-03-08,,Tuesday,3500,857
1904-03-09,,Wednesday,3501,3748
1904-03-10,,Thursday,3502,1782
1904-03-11,,Friday,3503,2354
1904-03-12,,Saturday,3504,2404
1904-03-14,,Monday,3505,741
1904-03-15,,Tuesday,3506,3334
1904-03-16,,Wednesday,3507,1137
1904-03-17,,Thursday,3508,855
1904-03-18,,Friday,3509,1050
1904-03-19,,Saturday,3510,2697
1904-03-21,,Monday,3511,2737
1904-03-22,,Tuesday,3512,1778
1904-03-23,,Wednesday,3513,3661
1904-03-24,,Thursday,3514,2591
1904-03-25,,Friday,3515,2951
1904-03-26,,Saturday,3516,1845
1904-03-28,,Monday,3517,1310
1904-03-29,,Tuesday,3518,2832
1904-03-30,,Wednesday,3519,1661
1904-03-31,,Thursday,3520,1207
1904-04-01,,Friday,3521,3085
1904-04-02,,Saturday,3522,1540
1904-04-04,,Monday,3523,3034
1904-04-05,,Tuesday,3524,1509
1904-04-06,,Wednesday,3525,2687
1904-04-07,,Thursday,3526,3729
1904-04-08,,Friday,3527,1011
1904-04-09,,Saturday,3528,3479
1904-04-11,,Monday,3529,72
1904-04-12,,Tuesday,3530,2273
1904-04-13,,Wednesday,3531,1729
1904-04-14,,Thursday,3532,2647
1904-04-15,,Friday,3533,3566
1904-04-16,,Saturday,3534,3314
1904-04-18,,Monday,3535,2723
1904-04-19,,Tuesday,3536,1585
1904-04-20,,Wednesday,3537,167
1904-04-21,,Thursday,3538,1950
1904-04-22,,Friday,3539,3598
1904-04-23,,Saturday,3540,3691
1904-04-25,,Monday,3541,1695
1904-04-26,,Tuesday,3542,938
1904-04-27,,Wednesday,3543,3618
1904-04-28,,Thursday,3544,885
1904-04-29,,Friday,3545,3667
1904-04-30,,Saturday,3546,875
1904-05-02,,Monday,3547,3725
1904-05-03,,Tuesday,3548,3232
1904-05-04,,Wednesday,3549,3206
1904-05-05,,Thursday,3550,2683
1904-05-06,,Friday,3551,2881
1904-05-07,,Saturday,3552,3702
1904-05-09,,Monday,3553,456
1904-05-10,,Tuesday,3554,1612
1904-05-11,,Wednesday,3555,1624
1904-05-12,,Thursday,3556,1787
1904-05-13,,Friday,3557,221
1904-05-14,,Saturday,3558,3615
1904-05-16,,Monday,3559,3107
1904-05-17,,Tuesday,3560,2480
1904-05-18,,Wednesday,3561,2467
1904-05-19,,Thursday,3562,1630
1904-05-20,,Friday,3563,2181
1904-05-21,,Saturday,3564,18
1904-05-23,,Monday,3565,352
1904-05-24,,Tuesday,3566,3038
1904-05-25,,Wednesday,3567,1458
1904-05-26,,Thursday,3568,3560
1904-05-27,,Friday,3569,3459
1904-05-28,,Saturday,3570,1522
1904-05-30,,Monday,3571,521
1904-05-31,,Tuesday,3572,1568
1904-06-01,,Wednesday,3573,2934
1904-06-02,,Thursday,3574,2177
1904-06-03,,Friday,3575,1400
1904-06-04,,Saturday,3576,2750
1904-06-06,,Monday,3577,1141
1904-06-07,,Tuesday,3578,3230
1904-06-08,,Wednesday,3579,2078
1904-06-09,,Thursday,3580,3488
1904-06-10,,Friday,3581,3053
1904-06-11,,Saturday,3582,915
1904-06-13,,Monday,3583,2247
1904-06-14,,Tuesday,3584,1250
1904-06-15,,Wednesday,3585,2678
1904-06-16,,Thursday,3586,1435
1904-06-17,,Friday,3587,1043
1904-06-18,,Saturday,3588,1674
1904-06-20,,Monday,3589,2907
1904-06-21,,Tuesday,3590,3642
1904-06-22,,Wednesday,3591,2009
1904-06-23,,Thursday,3592,3216
1904-06-24,,Friday,3593,3397
1904-06-25,,Saturday,3594,2905
1904-06-27,,Monday,3595,36
1904-06-28,,Tuesday,3596,3042
1904-06-29,,Wednesday,3597,271
1904-06-30,,Thursday,3598,1374
1904-07-01,,Friday,3599,3028
1904-07-02,,Saturday,3600,2002
1904-07-04,,Monday,3601,2495
1904-07-05,,Tuesday,3602,2830
1904-07-06,,Wednesday,3603,3392
1904-07-07,,Thursday,3604,9
1904-07-08,,Friday,3605,1056
1904-07-09,,Saturday,3606,1477
1904-07-11,,Monday,3607,2523
1904-07-12,,Tuesday,3608,3162
1904-07-13,,Wednesday,3609,386
1904-07-14,,Thursday,3610,3118
1904-07-15,,Friday,3611,2199
1904-07-16,,Saturday,3612,2045
1904-07-18,,Monday,3613,357
1904-07-19,,Tuesday,3614,700
1904-07-20,,Wednesday,3615,2459
1904-07-21,,Thursday,3616,2554
1904-07-22,,Friday,3617,31
1904-07-23,,Saturday,3618,3322
1904-07-25,,Monday,3619,1867
1904-07-26,,Tuesday,3620,1238
1904-07-27,,Wednesday,3621,358
1904-07-28,,Thursday,3622,991
1904-07-29,,Friday,3623,2538
1904-07-30,,Saturday,3624,1518
1904-08-01,,Monday,3625,57
1904-08-02,,Tuesday,3626,3466
1904-08-03,,Wednesday,3627,1608
1904-08-04,,Thursday,3628,2166
1904-08-05,,Friday,3629,1874
1904-08-06,,Saturday,3630,3422
1904-08-08,,Monday,3631,2164
1904-08-09,,Tuesday,3632,3187
1904-08-10,,Wednesday,3633,1085
1904-08-11,,Thursday,3634,1193
1904-08-12,,Friday,3635,2535
1904-08-13,,Saturday,3636,913
1904-08-15,,Monday,3637,2999
1904-08-16,,Tuesday,3638,370
1904-08-17,,Wednesday,3639,1634
1904-08-18,,Thursday,3640,1124
1904-08-19,,Friday,3641,882
1904-08-20,,Saturday,3642,1553
1904-08-22,,Monday,3643,2816
1904-08-23,,Tuesday,3644,1002
1904-08-24,,Wednesday,3645,963
1904-08-25,,Thursday,3646,1447
1904-08-26,,Friday,3647,856
1904-08-27,,Saturday,3648,2468
1904-08-29,,Monday,3649,1151
1904-08-30,,Tuesday,3650,378
1904-08-31,,Wednesday,3651,1017
1904-09-01,,Thursday,3652,635
1904-09-02,,Friday,3653,3094
1904-09-03,,Saturday,3654,1721
1904-09-05,,Monday,3655,566
1904-09-06,,Tuesday,3656,602
1904-09-07,,Wednesday,3657,2699
1904-09-08,,Thursday,3658,596
1904-09-09,,Friday,3659,1965
1904-09-10,,Saturday,3660,2741
1904-09-12,,Monday,3661,1351
1904-09-13,,Tuesday,3662,1706
1904-09-14,,Wednesday,3663,1234
1904-09-15,,Thursday,3664,1533
1904-09-16,,Friday,3665,1316
1904-09-17,,Saturday,3666,3569
1904-09-19,,Monday,3667,1751
1904-09-20,,Tuesday,3668,3531
1904-09-21,,Wednesday,3669,339
1904-09-22,,Thursday,3670,1816
1904-09-23,,Friday,3671,2348
1904-09-24,,Saturday,3672,1366
1904-09-26,,Monday,3673,1452
1904-09-27,,Tuesday,3674,2720
1904-09-28,,Wednesday,3675,1813
1904-09-29,,Thursday,3676,1669
1904-09-30,,Friday,3677,2892
1904-10-01,,Saturday,3678,1951
1904-10-03,,Monday,3679,1933
1904-10-04,,Tuesday,3680,1113
1904-10-05,,Wednesday,3681,3406
1904-10-06,,Thursday,3682,2619
1904-10-07,,Friday,3683,501
1904-10-08,,Saturday,3684,223
1904-10-10,,Monday,3685,2384
1904-10-11,,Tuesday,3686,272
1904-10-12,,Wednesday,3687,1798
1904-10-13,,Thursday,3688,2397
1904-10-14,,Friday,3689,688
1904-10-15,,Saturday,3690,2334
1904-10-17,,Monday,3691,971
1904-10-18,,Tuesday,3692,1471
1904-10-19,,Wednesday,3693,39
1904-10-20,,Thursday,3694,2305
1904-10-21,,Friday,3695,2613
1904-10-22,,Saturday,3696,2038
1904-10-24,,Monday,3697,477
1904-10-25,,Tuesday,3698,3289
1904-10-26,,Wednesday,3699,2708
1904-10-27,,Thursday,3700,845
1904-10-28,,Friday,3701,1269
1904-10-29,,Saturday,3702,148
1904-10-31,,Monday,3703,1065
1904-11-01,,Tuesday,3704,3621
1904-11-02,,Wednesday,3705,3273
1904-11-03,,Thursday,3706,3281
1904-11-04,,Friday,3707,2880
1904-11-05,,Saturday,3708,1068
1904-11-07,,Monday,3709,2562
1904-11-08,,Tuesday,3710,1955
1904-11-09,,Wednesday,3711,1072
1904-11-10,,Thursday,3712,1527
1904-11-11,,Friday,3713,483
1904-11-12,,Saturday,3714,3403
1904-11-14,,Monday,3715,1158
1904-11-15,,Tuesday,3716,2835
1904-11-16,,Wednesday,3717,1572
1904-11-17,,Thursday,3718,2412
1904-11-18,,Friday,3719,37
1904-11-19,,Saturday,3720,379
1904-11-21,,Monday,3721,1244
1904-11-22,,Tuesday,3722,3199
1904-11-23,,Wednesday,3723,2318
1904-11-24,,Thursday,3724,1681
1904-11-25,,Friday,3725,551
1904-11-26,,Saturday,3726,3579
1904-11-28,,Monday,3727,1947
1904-11-29,,Tuesday,3728,1465
1904-11-30,,Wednesday,3729,1566
1904-12-01,,Thursday,3730,1656
1904-12-02,,Friday,3731,2420
1904-12-03,,Saturday,3732,3031
1904-12-05,,Monday,3733,3143
1904-12-06,,Tuesday,3734,2840
1904-12-07,,Wednesday,3735,2939
1904-12-08,,Thursday,3736,2964
1904-12-09,,Friday,3737,2428
1904-12-10,,Saturday,3738,1240
1904-12-12,,Monday,3739,422
1904-12-13,,Tuesday,3740,1110
1904-12-14,,Wednesday,3741,2158
1904-12-15,,Thursday,3742,650
1904-12-16,,Friday,3743,494
1904-12-17,,Saturday,3744,2370
1904-12-19,,Monday,3745,1827
1904-12-20,,Tuesday,3746,2127
1904-12-21,,Wednesday,3747,1896
1904-12-22,,Thursday,3748,1603
1904-12-23,,Friday,3749,1607
1904-12-24,,Saturday,3750,1203
1904-12-26,,Monday,3751,1577
1904-12-27,,Tuesday,3752,3533
1904-12-28,,Wednesday,3753,2167
1904-12-29,,Thursday,3754,2414
1904-12-30,,Friday,3755,3130
1904-12-31,7085,Saturday,3756,585
